,comment
696,Khách sạn có tầm nhìn ra hồ sinh thái. Cảm giác rất yên tĩnh và trong lành. Nhân viên nhiệt tình và thân thiện. Dịch vụ tốt. Đồ ăn sáng rất ngon. Cả gia đình có một chuyến đi vui vẻ. Sẽ quay lại nếu có dịp ghé thăm đến Quy Nhơn.
697,Dành 3 ngày ở Quy bào cùng gia đình. Chúng tôi tin rằng đây là một khách sạn mới được xây dựng vì mọi thứ đều mới và sạch sẽ. Khách sạn nằm ngay trung tâm Quy bù để chúng tôi có thể đi quanh thành phố một cách dễ dàng. Nó có một cái nhìn tốt đẹp ra hồ phía trước nó và chúng tôi đã may mắn có phòng với tầm nhìn ra hồ. Tất cả các khu vực rất sạch sẽ. Dịch vụ này rất tuyệt và nhân viên rất thân thiện. Khách sạn này cũng cung cấp bữa sáng tuyệt vời với nhiều loại thực phẩm khác nhau. Rất khuyến khích.
698,"THẬN TRỌNG: KHÔNG PHẢI TẤT CẢ CÁC PHÒNG CÓ CỬA SỔ. Họ có thể được quảng cáo là có rèm cửa, tuy nhiên, điều đó không có nghĩa là có một cửa sổ. Ngoài ra, ""Superiour Queen Sized"" là căn phòng đơn giản nhất bạn có thể có, phòng không có cửa sổ nhưng có rèm che. Hoàn toàn vượt trội. Vì vậy, là người châu Âu và quen với ""cấp trên"" là một điều tốt và biết sự khác biệt giữa rèm cửa và tấm thảm, bạn đặt phòng này. Khi đến nơi, đây sẽ là điều đầu tiên họ giải thích cho bạn và họ sẽ cố gắng bán cho bạn một bản nâng cấp và sẽ đề nghị cho bạn xem những phòng này bạn có thể nâng cấp lên. Tuy nhiên, họ không đề nghị mang theo hành lý của bạn, vì vậy bạn sẽ lôi ba lô qua các phòng và sàn khác nhau mệt mỏi và ấm áp như bạn đã có cho đến khi bạn quyết định sẽ nâng cấp gì. Bạn ở trong phòng nâng"
699,
700,"Thêm vào đó: buffet ngon (thức ăn ngon và an toàn, không có nhiều sự lựa chọn nhưng nó là tốt nhất trong tầm giá), phòng sạch sẽ và mới, nhân viên tốt, sảnh và nhà hàng lớn và đẹp, phòng tắm rất tuyệt Điểm trừ: đồ dùng làm từ gỗ nhân tạo"
701,"Tôi đặt phòng tại khách sạn 2 đêm, và nhân viên khách sạn đã xác nhận đặt phòng (không yêu cầu đặt cọc). Sau đó vài tiếng tôi nhận được cuộc gọi từ khách sạn nói rằng khách của họ check out trễ 1 ngày nên không có phòng cho tôi, và offer phòng giá đắt hơn cho tôi (khoảng 550k), tôi không đồng ý do trước đó tôi đã chốt giá phòng là 450k. Tôi có nói rằng vậy thôi, để tôi hỏi khách sạn khác (giá phòng là 550k) và tôi đồng ý trả mức giá đó. Sau đó khoảng 30 phút, họ gọi lại và nói rằng bây h họ có phòng, tôi đã gọi hỏi khách sạn khác rồi, tuy nhiên tôi vẫn nói rằng là để gọi lại cho bên khách sạn kia xác nhận xem sao. Sau đó chỉ khoảng 2 phú, Ý Linh lại gọi lại và nói rằng họ phải dành phòng cho khách khác, tức là tôi không phải khách hàng mà họ quan tâm. Họ nói rằng họ cũng muốn"
702,
703,"Khách sạn nằm ở vị trí yên tĩnh, khá sát mặt đường ven biển, ngay bên cạnh là quán sinh tố Kim Đình nổi tiếng Quy Nhơn. Chất lượng phòng ở mức bình thường, giá hơi cao so với các tỉnh thành khác nhưng trung bình so với ở Quy Nhơn."
704,"Tôi gọi và đặt phòng và họ đồng ý. 2 giờ sau, họ đã gọi lại cho tôi và nói họ phải đưa phòng đó cho khách hàng khác. Tôi nói tôi sẽ gọi cho khách sạn khác vì họ đối xử với tôi như thế khi tôi thậm chí còn không đến. Nửa giờ sau, họ gọi lại và nói rằng họ có chỗ cho tôi (như cho bố thí). 2 phút sau, họ đã gọi lại và nói rằng họ đã có khách hàng cho căn phòng đó. Những gì họ đã làm cho tôi. Hãy gọi điện thoại và phòng ung thư phòng của tôi bởi vì họ có thể sắp xếp nó. Họ đề xuất giá cao hơn cho tôi nhưng tôi không đồng ý. Tôi sẵn sàng trả giá cao hơn nhưng trả cho khách sạn khác, không phải khách sạn này. Thậm chí không đến khách sạn này nhưng vẫn cảm thấy rất tệ với điều này. Tôi rất nhẹ nhàng và dễ chấp nhận nhưng không thể chấp nhận được. Không bao giờ đến khách sạn này"
705,"Khách sạn nhỏ bên cạnh bãi biển xinh đẹp và nhà hàng hải sản địa phương. Nhân viên thực sự thân thiện. . . các cô gái tiếp tân rất tử tế ngay cả khi họ không nói thông thạo tiếng Anh và chúng tôi quản lý mọi thứ. Phòng đã được tốt đẹp với ban công và khá lớn quá. Phòng tắm . . . . . hmmm, bồn rửa bị rò rỉ xuống sàn và bồn tắm bị vỡ. . . nhưng tôi đã tắm với nước nóng:) Điều hòa không khí đã không hoạt động tốt, cũng có quạt tốt trên phòng. Tất cả ba vấn đề này nhưng tôi vẫn có thể đề nghị khách sạn này chỉ cần chắc chắn rằng bạn nhìn thấy căn phòng trước đó. Tôi không thể phàn nàn vì họ giảm giá cho tôi."
706,"Các phòng nhìn ra biển lớn hơn và tốt hơn so với các phòng khác. Vâng - nằm ở trung tâm của thành phố. Được bao quanh bởi các nhà hàng, quán bar cạnh bãi biển. Bãi biển chỉ cách đó vài bước chân. Nhiều - khuyến khích nếu bạn đi du lịch trên ngân sách."
707,"Chúng tôi dự định nghỉ 1 tuần ở Aurora tuy nhiên vì một sự cố cá nhân chúng tôi đã kéo dài kỳ nghỉ thêm một tuần nữa. Tuần đầu tiên chúng tôi được upgrade lên hạng phòng cao nhất và chúng tôi rất cảm kích về điều đó. Tuần thứ 2 chúng tôi xin chuyển sang khu building và mọi thứ ở đây cũng khá ổn. Tất cả các phòng ở đây đều view biển, không khí trong lành, phòng cảnh hữu tình, tuy nhiên hơi ít cây xanh. Khách sạn phù hợp cho ai yêu thích sự bình yên. Tuy nhiên bạn cũng không bị buồn chán nếu tự khám phá khu vực này. Bạn có thể thử nghiệm với việc leo vách đá, bắt cua, bắt nhum biển, thả diều, chạy bộ, etc. Khách quan thì Aurora không phải là resort tốt nhất mà chúng tôi từng tới vì chúng tôi đã tìm ra khá nhiều khuyết điểm ở đây ví dụ như dọn phòng chưa sạch sẽ, thiếu biển chỉ"
708,
709,"Phong cảnh ở resort rất đẹp, sóng biển ì ào cả ngày đêm, gió biển lồng lộng,đứng trên đồi cao phóng tầm mắt nhìn về phía trung tâm thành phố Quy Nhơn với biển xanh và dãy núi bao quanh khiến lòng rất khoan khoái, cực kì thích hợp với những chuyến nghỉ dưỡng để quên đi những tất bật hằng ngày. Nhân viên luôn niềm nở và nhiệt tình, đồ ăn ngon và vừa miệng"
710,"Chúng tôi trải qua một hành trình dài lái xe từ Hà nội vào và đến resort vào buổi chiều. Điều đầu tiên gây ấn tượng mạnh là cảnh quan, có lẽ không có resort nào mà lại sở hữu một tầm nhìn tuyệt vời đến thế, lưng chừng núi và biển trải rộng ngay trước mắt bạn ngay khi xe của bạn vừa ngoặt vào và dừng trước quầy lễ tân, đẹp và vô cùng đẹp trong một chiều tháng 6 nắng vàng rực rỡ và biển xanh ngắt trải rộng ngay trước mắt bạn. Thủ tục nhận phòng tương đối nhanh cộng với 1 ly welcome drink mát lạnh và các bạn lễ tân giúp tôi đưa đồ đạc về phòng. Tôi nhận phòng Private bay view 3 và thích thú vô cùng với khung cảnh trước mắt. Trang thiết bị trong phòng tương đối hiện đại và rộng rãi, khu vực vệ sinh cũng đầy đủ và sạch sẽ. Khăn tắm mềm mại và bạn có được 3 chai nước Dasani miễn phí"
711,
712,"Cách trung tâm Quy Nhơn khoảng 10km, đường đi thuận tiện. View đẹp do ngay bên sườn dốc núi và biển. Thiết kế đẹp. Một số phòng view biển còn có hồ bơi mini rất thú vị khi nhìn ra biển. Giá khá cao so với chất lượng. Resort mới nhưng có vẻ mai xuống cấp, sự chăm sóc kém. Muỗi và côn trùng vào phòng, trong khi phòng không có mùng sẵn cho khách. Thiết kế phòng tắm có khoảng hở nhưng cũng là yếu điểm để muỗi, côn trùng bay vào, và mưa tạt khi mưa to. Nhân viên nhiệt tình, lễ phép, thân thiện tuy nhiên sự chăm chút không chu đáo đối với cơ sở vật chất, nhà vệ sinh không sạch sẽ đúng chuẩn 4 sao, dù cũng khá tốt. Có trái cây trong phòng (khá nhiều), nến, sáp thơm..."
713,"Khu nghỉ dưỡng mới xây dựng. Chưa có nhiều cây xanh. Số lượng phòng nghỉ không nhiều. hồ bơi khá nhỏ. Tuy nhiên dịch vụ rất tốt. Phòng ốc sạch sẽ, bài trí gọn gàng, được thay dọn thường xuyên. Nhân viên rất nhã nhặn lịch sự. View đẹp, yên tĩnh. Có đường xuống khu vực bãi đã để chụp hình."
714,"Aurora có giá trị tốt, với các phòng sạch sẽ và rộng rãi. Tuyệt vời wifi. Ăn sáng là hợp lý với một loạt các lựa chọn. Nhân viên rất thân thiện và đáp ứng yêu cầu. Chúng tôi có thể kiểm tra sớm và trả phòng trễ mà không gặp khó khăn gì. Nice hồ bơi trên trang web, nhưng tốt hơn vẫn là bãi biển cát nhỏ, bạn có thể truy cập đó là một 5 phút đi bộ xuống một con đường & bước. Unspoilt & rất yên tĩnh. Aurora là 10/15 phút đi taxi vào Quy Nhơn với giá khoảng 100 - 150, 000 đồng, vì vậy bạn không bị ràng buộc với khu nghỉ mát."
715,"Chúng tôi đến khách sạn bằng gió rất mạnh; nhân viên rất hữu ích với hành lý. Đêm khuya chúng tôi bị một cơn bão đánh; điện bị hỏng; ngay cả trường hợp này, các nhân viên đưa chúng tôi ăn sáng (sáng hôm sau) đến phòng bất cứ điều gì có thể; tất nhiên là không có bữa ăn nóng và không có cà phê nóng. Họ cảm thấy rất tiếc cho tất cả những điều này. Tuy nhiên, chúng tôi chắc chắn sẽ giới thiệu khách sạn này!"
716,"Một chút xa trung tâm thành phố, 10 km, thích hợp cho cặp đôi hoặc những người yêu thích atsmosphere hòa bình. Thiết kế nội thất ấm cúng, gần bãi biển, tầm nhìn tuyệt vời, nhưng chúng tôi không thể bơi ở bãi biển ở đây. Chỉ cần tận hưởng hồ bơi và bể sục."
717,Nice khu nghỉ mát cho kỳ nghỉ cho các cặp vợ chồng hoặc gia đình ở lại. Khu nghỉ mát này cách trung tâm thành phố khoảng 10 km và chúng tôi thuê một chiếc xe hơi để di chuyển quanh Quy Nhơn trong thời gian lưu trú của chúng tôi vào tháng 9 năm 2017. Một lựa chọn khác là thuê một chiếc xe máy nếu bạn muốn đi tham quan các địa điểm khác nhau ở Quy Nhơn. Biệt thự Private Bay và Biệt thự Nhìn ra Đại dương cho tầm nhìn đẹp nhất ra đại dương và rất đáng để trả thêm một chút cho Great Great Ocean View. Các nhà hàng khu nghỉ mát là một chút hơn giá và chúng tôi ra lệnh hải sản sống từ các cửa hàng bên ngoài sau đó yêu cầu đầu bếp nhà hàng để nấu ăn cho bữa ăn tối của chúng tôi. Ăn sáng là ok nhưng có chỗ cho cải tiến. Quản lý khu nghỉ dưỡng nên xem xét các lựa chọn khác nhau nếu
718,Chúng tôi thực sự rất thích nhìn ra đại dương. Thật không may là không có bãi biển ở đó vì vậy chỉ có lựa chọn để tắm là ở hồ bơi. Khách sạn yên tĩnh với một đội ngũ nhân viên rất thân thiện. Các dịch vụ nhà hàng là rất dài và vì không có những người khác ăn khả năng gần khu nghỉ mát được chuẩn bị để chi tiêu một số lần chờ đợi cho thực phẩm của bạn.
719,"Gia đình tôi rất thích nghỉ của chúng tôi 4 ngày 3 đêm tại khu nghỉ mát Aurora. Các nhân viên đều ấm áp và hữu ích, họ có dịch vụ đón và trả khách từ resort đến sân bay. Căn phòng thật đẹp, chúng tôi ở trong biệt thự trên đỉnh đồi, nhìn ra đại dương và một bể sục nhỏ ngay cạnh phòng tôi. Có một cái nhìn của đại dương từ mỗi phòng, phòng sạch sẽ, có A. C, một chiếc TV có thể kết nối với wifi và rất nhiều không gian tủ quần áo là một điều tuyệt vời được miễn phí cho dịch vụ giặt ủi mỗi ngày chúng tôi ở lại đây và cũng nhờ giường phụ miễn phí. Nhược điểm là khu nghỉ mát cách trung tâm thành phố một chút, gia đình tôi đi taxi đến trung tâm thành phố và luôn tốn khoảng 10 đô la cho một chiều để chúng tôi quyết định thuê một chiếc xe hơi trong 2 ngày gần đây. Một điều nữa là phòng tắm"
